"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"686",26898,0,0,1,0,0,1,12,3,3,13,5,-5.62469057995571,5.62469057995571
"687",39271,0,0,4,0,0,0,11,5,6,12,4,-3.61894908672398,3.61894908672398
"688",26450,0,0,1,0,0,0,11,3,4,10,3,-4.58255958825249,4.58255958825249
"689",33746,2,0,1,0,0,1,10,12,3,11,4,-2.96333470959541,2.96333470959541
"690",18077,0,1,0,0,1,1,10,3,3,11,3,-3.95436923823497,3.95436923823497
"691",22053,0,0,2,0,0,1,11,6,6,11,3,-3.60397836827304,3.60397836827304
"692",11130,4,12,9,2,14,5,3,12,12,7,3,18.113396988806,-18.113396988806
"693",11320,0,0,0,0,0,0,9,3,7,10,3,-3.53629657220045,3.53629657220045
"694",24810,0,1,2,0,1,0,10,6,9,9,3,-1.39754048401811,1.39754048401811
"695",10067,0,0,1,0,1,3,11,6,8,7,3,-1.10017011286291,1.10017011286291
"696",29033,2,5,3,0,15,1,5,9,5,11,3,9.26012402879661,-9.26012402879661
"697",48165,9,11,7,0,0,0,11,9,3,9,7,3.05417102895825,-3.05417102895825
"698",32565,0,0,1,0,0,1,15,3,3,13,3,-6.89160853055578,6.89160853055578
"699",21816,0,0,2,0,0,1,14,5,5,11,3,-4.97204954451625,4.97204954451625
"700",24760,1,3,0,0,6,6,3,6,8,5,5,6.89510146811725,-6.89510146811725
"701",18580,5,2,11,3,6,4,8,6,3,10,3,6.44951570570889,-6.44951570570889
"702",20495,0,0,1,0,0,0,15,10,5,11,3,-5.27799531981931,5.27799531981931
"703",29991,0,0,2,1,0,3,15,7,5,13,4,-4.76368634921196,4.76368634921196
"704",16584,6,4,9,8,2,5,7,6,8,6,4,9.10289215408435,-9.10289215408435
"705",27474,1,0,3,0,0,1,12,9,6,11,3,-3.12463058257579,3.12463058257579
"706",18010,7,2,8,3,18,0,4,9,8,3,15,18.2942629502384,-18.2942629502384
"707",25791,4,3,5,3,8,1,10,5,13,11,3,6.19811334825369,-6.19811334825369
"708",33407,1,2,2,1,4,1,10,6,10,8,3,1.92910032268154,-1.92910032268154
"709",24638,0,2,4,0,1,4,6,10,10,11,3,1.85645684839558,-1.85645684839558
"710",30205,0,0,3,0,0,1,13,5,7,11,3,-3.92304316241249,3.92304316241249
"711",48306,1,1,2,6,12,0,12,8,7,8,6,7.01108705631461,-7.01108705631461
"712",22111,3,0,8,0,0,1,8,7,8,7,3,1.54349011087706,-1.54349011087706
"713",45534,4,6,9,0,3,3,8,5,7,7,3,5.39682363165138,-5.39682363165138
"714",17699,0,1,3,2,10,2,12,8,12,6,4,6.51428648167801,-6.51428648167801
"715",26476,1,1,2,4,2,1,10,7,8,10,4,0.726453218342948,-0.726453218342948
"716",41780,0,0,2,0,0,1,15,5,4,13,3,-6.17080751666823,6.17080751666823
"717",45369,0,0,0,0,1,1,12,6,5,8,3,-3.18537634090028,3.18537634090028
"718",44784,1,3,4,1,3,6,8,8,9,6,3,4.79469216068516,-4.79469216068516
"719",27482,0,2,0,0,2,0,6,5,7,3,3,1.65714057056981,-1.65714057056981
"721",21337,0,0,3,1,0,5,5,8,6,7,3,1.63277768737253,-1.63277768737253
"722",32821,0,0,3,0,0,0,11,3,12,7,3,-1.37645409155559,1.37645409155559
"723",28134,0,0,3,0,3,7,6,3,3,10,3,1.00336874418594,-1.00336874418594
"725",10679,0,0,1,0,0,1,15,7,4,11,3,-5.58066069256656,5.58066069256656
"727",28167,2,2,3,2,0,9,14,6,3,12,7,-1.22068888266541,1.22068888266541
"728",34850,1,0,6,0,7,2,5,3,10,5,3,6.51173880967365,-6.51173880967365
"729",34876,0,0,1,0,0,1,12,8,4,11,3,-4.42312192497653,4.42312192497653
"731",11619,2,1,3,0,0,1,9,6,5,7,3,-0.891457508693715,0.891457508693715
"732",17640,0,0,2,0,0,2,13,7,3,14,3,-5.52408914525596,5.52408914525596
"733",25676,0,0,1,14,12,7,9,9,4,12,3,9.73687817712473,-9.73687817712473
"734",23622,0,2,1,0,1,1,13,4,5,11,5,-3.69343473162535,3.69343473162535
"735",37234,3,2,3,2,2,4,9,9,13,9,9,4.24372503869946,-4.24372503869946
"736",40246,1,0,3,0,0,3,12,8,10,8,7,-0.482453953426905,0.482453953426905
"737",40287,0,0,5,0,0,0,7,8,8,7,3,0.307028036853745,-0.307028036853745
"739",24463,0,0,2,0,0,1,14,6,6,10,3,-4.32624083389518,4.32624083389518
"740",27714,0,0,1,0,0,1,12,6,3,13,3,-5.50420693756548,5.50420693756548
"741",34991,0,0,0,0,0,0,12,6,4,10,5,-4.6413963192393,4.6413963192393
"742",24166,0,0,1,0,0,1,8,7,4,10,3,-2.82756530855572,2.82756530855572
"743",24422,1,2,5,0,0,4,11,6,13,9,3,0.836981496979554,-0.836981496979554
"744",10728,0,0,0,0,0,0,9,3,3,4,3,-2.45635687120668,2.45635687120668
"745",34058,0,0,0,0,0,0,14,6,5,12,3,-5.9909358547584,5.9909358547584
"747",30163,0,0,2,0,0,2,12,3,5,5,3,-2.33211019037708,2.33211019037708
"748",41426,2,2,4,2,4,8,11,7,12,9,9,5.3505197835612,-5.3505197835612
"749",37085,5,6,8,4,1,7,7,5,12,7,3,7.97304245322972,-7.97304245322972
"750",10645,0,0,3,0,0,1,9,3,7,9,3,-2.12207306942407,2.12207306942407
"751",11213,1,0,2,0,0,0,14,7,9,12,3,-4.2713796950513,4.2713796950513
"752",24364,0,0,3,0,0,3,13,9,4,12,3,-3.90993707882657,3.90993707882657
"754",16683,0,0,1,0,0,1,9,6,3,8,3,-2.85987513633684,2.85987513633684
"755",15941,0,0,1,0,0,1,11,4,10,12,3,-3.59246222816243,3.59246222816243
"756",18291,1,0,3,0,0,2,10,6,6,8,3,-1.56065730894001,1.56065730894001
"757",24349,3,8,3,2,1,6,5,6,8,4,5,6.89536612295561,-6.89536612295561
"758",17442,0,1,3,0,0,2,11,9,11,6,3,0.191098669221202,-0.191098669221202
"759",24331,2,0,6,0,0,3,9,10,4,10,3,-0.519588302783369,0.519588302783369
"760",42838,1,1,4,0,0,0,12,6,3,12,5,-3.90648257841682,3.90648257841682
"761",17913,0,0,1,0,0,1,15,3,4,11,3,-6.0403863433671,6.0403863433671
"764",35063,0,0,4,0,0,2,10,4,4,6,3,-1.49217294600309,1.49217294600309
"765",45856,1,0,2,0,0,1,11,8,7,11,6,-2.62543368792827,2.62543368792827
"768",26989,0,0,1,0,0,0,11,5,4,10,3,-4.35269676285222,4.35269676285222
"769",31641,3,10,11,6,11,3,3,6,9,3,3,17.0693888023263,-17.0693888023263
"771",26856,0,0,2,0,0,1,12,11,6,12,3,-3.69720197900341,3.69720197900341
"772",24224,0,0,1,0,0,1,12,10,10,7,3,-1.64868509058616,1.64868509058616
"773",22962,0,0,1,0,0,0,14,4,5,10,3,-5.29970312178907,5.29970312178907
"774",24216,8,9,6,6,6,7,5,5,8,3,7,13.9694437427321,-13.9694437427321
"775",37697,0,0,7,0,2,3,12,3,7,4,3,1.21688391508224,-1.21688391508224
"776",24208,0,0,1,0,0,0,14,3,3,12,3,-6.47638913033107,6.47638913033107
"777",21352,0,0,1,0,0,0,13,3,3,11,3,-5.80850845610002,5.80850845610002
"778",46243,0,0,7,4,3,0,13,5,11,11,3,0.914382006233055,-0.914382006233055
"779",21980,0,1,3,1,1,5,10,9,6,9,3,0.208616765523591,-0.208616765523591
"780",16360,0,0,0,0,0,2,14,10,5,12,5,-4.801577060235,4.801577060235
"781",11296,0,0,1,0,0,2,12,7,4,9,3,-3.64470228513482,3.64470228513482
"782",40311,0,0,5,3,8,5,9,7,9,8,3,6.30984010908278,-6.30984010908278
"783",12690,0,0,3,0,3,2,11,4,7,9,3,-0.72021061408163,0.72021061408163
"784",24133,3,5,2,1,3,0,9,9,9,9,3,2.45329953426206,-2.45329953426206
"786",24125,7,3,9,2,5,9,11,4,6,8,9,7.56526028841939,-7.56526028841939
"788",33597,0,0,6,0,1,3,15,8,8,10,3,-1.81945619594859,1.81945619594859
"789",59295,0,0,3,0,0,0,9,5,5,5,3,-1.2845567782655,1.2845567782655
"790",19257,2,2,2,0,0,2,14,8,5,11,3,-3.44556841505996,3.44556841505996
"791",18192,4,4,6,5,8,5,6,9,9,6,3,11.0599532575117,-11.0599532575117
"792",32714,0,0,6,3,0,1,15,10,4,11,4,-2.67393799483541,2.67393799483541
"793",42028,0,0,5,0,0,2,14,6,6,11,3,-3.5527071096543,3.5527071096543
"794",34983,1,0,0,3,0,0,12,6,4,10,3,-3.61627909961829,3.61627909961829
"795",33142,3,7,4,6,18,3,5,5,10,4,4,17.5455302002345,-17.5455302002345
"796",29835,1,0,3,0,0,2,12,7,5,12,3,-3.63270943189066,3.63270943189066
"797",35238,1,0,4,1,1,4,8,3,7,10,4,0.183041479094961,-0.183041479094961
"798",35758,0,0,0,5,16,2,9,4,9,4,3,10.3964857847675,-10.3964857847675
"799",40089,1,1,6,1,2,4,10,8,6,10,3,1.14002719463188,-1.14002719463188
"800",46466,1,3,5,3,3,7,10,7,7,8,5,4.37880840683729,-4.37880840683729
"801",39172,0,0,0,0,0,0,10,3,3,7,3,-3.76492732397322,3.76492732397322
"802",31542,0,0,3,0,0,0,14,3,3,14,3,-6.55626734919838,6.55626734919838
"803",38166,0,0,2,0,0,1,14,7,7,11,3,-4.32112190180961,4.32112190180961
"804",35279,5,0,4,4,0,2,7,9,10,5,6,4.45050682090999,-4.45050682090999
"805",42648,0,1,3,0,1,3,10,8,5,12,5,-1.70814176347052,1.70814176347052
"806",43265,0,3,7,2,13,4,9,8,9,6,3,10.6950868305624,-10.6950868305624
"807",38265,3,0,5,0,1,6,9,10,4,12,7,0.544051817866639,-0.544051817866639
"808",16501,0,2,0,0,2,0,14,13,4,9,3,-2.75736096910154,2.75736096910154
"809",47977,0,2,2,2,1,3,12,4,3,12,3,-2.82739474602947,2.82739474602947
"810",28258,2,0,6,1,0,1,12,5,5,12,3,-2.72308455153388,2.72308455153388
"813",23986,2,2,3,1,3,4,11,6,7,11,3,0.652558685680411,-0.652558685680411
"814",18382,1,0,7,5,9,5,11,5,9,10,8,7.34243082481439,-7.34243082481439
"815",30247,0,1,5,7,6,3,15,5,10,11,3,3.24586514712054,-3.24586514712054
"816",22020,1,0,0,0,2,1,10,6,10,7,3,-0.339167172859796,0.339167172859796
"817",43448,0,0,3,0,0,1,15,6,8,8,3,-3.33161624318251,3.33161624318251
"818",17061,0,3,2,0,3,2,10,9,3,8,3,0.188279477049469,-0.188279477049469
"819",10629,0,0,4,1,0,3,10,15,7,11,3,-0.596145265139416,0.596145265139416
"820",38885,0,0,2,0,0,2,13,8,3,13,3,-5.08881284328807,5.08881284328807
"821",35428,0,0,1,4,3,0,10,6,8,8,3,0.7189235366622,-0.7189235366622
"822",20131,0,0,2,0,0,3,15,8,3,13,3,-5.53122313920833,5.53122313920833
"823",19455,1,1,4,1,0,8,10,5,6,6,4,1.48570712210636,-1.48570712210636
"824",20362,0,0,1,0,0,1,11,4,6,8,3,-3.15321230570415,3.15321230570415
"825",23895,0,0,3,0,0,4,9,9,9,9,3,-0.253435953897875,0.253435953897875
"826",23218,0,0,1,0,0,0,10,3,6,9,3,-3.49361409671508,3.49361409671508
"827",36079,0,0,5,0,0,3,14,6,6,12,3,-3.62039072491571,3.62039072491571
"828",35048,0,9,2,6,13,4,6,6,11,4,7,14.5901461339763,-14.5901461339763
"829",42937,0,0,1,0,0,1,12,7,3,10,3,-4.42824085706209,4.42824085706209
"830",15248,6,8,2,15,12,12,6,8,7,7,15,19.4494349672208,-19.4494349672208
"831",10083,1,0,2,3,3,2,10,5,5,9,3,0.290213801772531,-0.290213801772531
"832",24737,2,1,6,3,4,0,8,9,8,8,4,4.16636892843473,-4.16636892843473
"833",16881,0,0,2,1,0,3,14,11,5,9,3,-2.78720065423221,2.78720065423221
"834",26526,0,0,0,0,0,0,14,6,7,10,4,-4.81702596106144,4.81702596106144
"835",12641,2,16,11,3,5,7,7,5,5,8,6,11.3364362016482,-11.3364362016482
"837",36038,0,0,3,0,0,4,13,7,7,11,6,-2.59873062142793,2.59873062142793
"838",26328,2,7,6,3,0,6,7,5,13,5,8,7.3036516934007,-7.3036516934007
"839",15081,1,0,0,1,0,1,3,8,10,5,3,2.16048978764574,-2.16048978764574
"840",18424,0,1,5,1,3,5,5,3,3,5,3,3.62019533062729,-3.62019533062729
"841",16774,0,0,0,0,3,1,9,7,6,10,3,-1.3051007174842,1.3051007174842
"842",37952,0,0,5,0,0,4,12,8,8,13,4,-2.2299198296888,2.2299198296888
"844",39487,1,2,5,0,1,4,10,6,10,8,3,1.44971205810524,-1.44971205810524
"845",16600,0,1,0,0,0,0,12,4,4,11,4,-5.04093007581368,5.04093007581368
"847",23770,4,7,8,8,12,8,9,10,10,6,5,16.0279361832407,-16.0279361832407
"848",27912,1,0,1,1,1,1,14,3,5,12,3,-4.67528428590309,4.67528428590309
"849",41905,2,0,9,6,5,8,10,9,9,9,3,7.47319923110209,-7.47319923110209
"850",35550,0,0,0,0,0,0,7,13,6,10,5,-1.6781326882155,1.6781326882155
"852",23747,0,0,2,0,0,2,14,3,5,12,3,-5.26959598517793,5.26959598517793
"853",25916,2,9,0,6,7,10,9,10,5,6,8,10.1153760099843,-10.1153760099843
"854",39743,0,0,4,0,0,5,12,5,5,11,3,-2.7055213188961,2.7055213188961
"855",35600,7,2,4,7,9,6,10,10,8,9,9,10.3322913895759,-10.3322913895759
"856",30148,0,0,11,1,2,7,9,6,8,11,5,3.27823059045845,-3.27823059045845
"857",17244,0,2,3,0,2,0,10,9,10,10,3,-0.042876577895258,0.042876577895258
"858",46375,1,3,5,2,1,8,9,12,7,5,3,4.78824428815725,-4.78824428815725
"859",43695,0,0,1,0,0,1,12,4,9,10,3,-3.50984064324341,3.50984064324341
"860",33845,1,0,2,4,1,2,13,3,8,5,3,0.127074266339596,-0.127074266339596
"861",32391,0,0,5,0,1,2,10,7,3,9,3,-1.46209289167083,1.46209289167083
"862",24620,0,0,1,0,0,1,12,5,7,12,3,-4.45666382638514,4.45666382638514
"863",29629,1,0,3,1,4,0,12,6,6,9,3,-0.426359777195242,0.426359777195242
"864",33266,0,0,2,0,0,2,14,8,5,10,3,-4.05424914314175,4.05424914314175
"865",40105,5,10,8,0,1,1,8,6,13,8,4,5.88113792782377,-5.88113792782377
"866",17590,0,0,5,2,0,4,11,3,5,8,3,-0.900573010631961,0.900573010631961
"867",44693,0,0,4,0,0,3,12,6,6,9,3,-2.24469026701996,2.24469026701996
"868",20974,0,0,1,0,1,0,12,4,7,11,3,-3.92746451096968,3.92746451096968
"870",23606,0,0,4,3,0,0,9,3,6,7,3,-0.616426931108837,0.616426931108837
"871",35022,1,0,8,0,0,4,11,9,9,10,3,0.334860038804309,-0.334860038804309
"872",16402,0,0,1,0,0,1,11,6,7,8,3,-2.7128170716507,2.7128170716507
"874",35394,0,0,1,0,0,1,15,9,5,13,4,-5.66879993919351,5.66879993919351
"875",31302,0,1,7,3,3,9,11,11,10,7,3,5.55742183524902,-5.55742183524902
"876",34421,1,0,0,1,0,0,12,9,8,11,3,-3.44819629124301,3.44819629124301
"878",35709,8,5,12,1,4,0,10,7,11,8,7,7.45485449671833,-7.45485449671833
"879",30122,0,0,1,0,0,1,15,10,4,14,3,-6.1969011222694,6.1969011222694
"880",18796,0,0,0,3,2,1,8,7,3,8,3,-0.477175230193976,0.477175230193976
"881",59402,0,0,1,0,0,1,12,8,4,10,5,-3.87846643999859,3.87846643999859
"882",34678,0,0,3,0,0,1,12,8,8,10,4,-2.58768054357276,2.58768054357276
"883",10314,0,2,7,0,0,0,8,9,7,6,3,1.27070621677081,-1.27070621677081
"884",44487,0,0,0,0,0,0,15,4,3,11,3,-6.66905439316058,6.66905439316058
"885",44206,0,0,2,0,0,1,14,9,6,8,3,-3.34075681725927,3.34075681725927
"886",30361,0,0,1,0,0,1,14,11,11,7,3,-2.01829283915944,2.01829283915944
"887",20719,0,0,7,0,0,1,10,4,3,12,3,-3.03621862476682,3.03621862476682
"888",23499,5,2,4,0,9,0,12,10,10,8,4,5.45378167471247,-5.45378167471247
"889",23481,4,2,5,3,2,5,3,7,9,3,9,8.54342109800837,-8.54342109800837
"890",20602,1,0,9,0,2,8,11,11,8,8,3,3.43882533565473,-3.43882533565473
"891",35113,0,0,1,0,0,1,9,7,13,7,3,-0.319274747837129,0.319274747837129
"893",37283,0,0,0,0,0,1,11,3,4,9,3,-4.2899592048125,4.2899592048125
"894",47597,0,0,2,0,0,1,13,9,8,10,3,-3.21284599352511,3.21284599352511
"898",23341,0,0,4,0,0,3,12,3,3,10,4,-3.42927132249257,3.42927132249257
"899",23325,0,0,0,0,0,0,15,4,3,11,3,-6.66905439316058,6.66905439316058
"900",37267,0,1,2,0,1,2,11,7,4,9,3,-2.17748435153451,2.17748435153451
"901",19596,1,0,5,4,2,1,12,8,6,11,3,-0.128863859759157,0.128863859759157
"902",18994,0,4,4,7,14,4,8,4,10,9,3,11.5766941725509,-11.5766941725509
"903",23762,0,0,3,0,0,3,14,5,3,13,3,-5.24807581251134,5.24807581251134
"904",35485,1,1,3,0,0,2,6,7,7,8,5,0.64208950392541,-0.64208950392541
"905",16618,0,1,1,0,2,1,12,4,4,9,4,-2.71427901772937,2.71427901772937
"907",42309,0,0,1,0,0,0,12,5,5,9,3,-4.16935524989459,4.16935524989459
"908",25080,0,1,4,0,1,4,12,7,5,11,3,-1.88904339869925,1.88904339869925
"909",27045,0,0,5,0,0,0,10,5,7,11,3,-2.57228552186074,2.57228552186074
"910",38299,0,0,6,10,1,4,13,5,5,7,9,3.27833251420871,-3.27833251420871
"911",35477,0,0,0,0,0,0,13,6,3,14,3,-6.70515466563697,6.70515466563697
"912",27862,0,0,3,4,12,3,9,4,9,5,3,8.51498297005655,-8.51498297005655
"913",45518,0,0,2,0,0,2,15,7,6,13,3,-5.26721859995526,5.26721859995526
"914",12633,0,0,8,0,0,2,12,9,3,11,3,-2.30322118808455,2.30322118808455
"915",27409,0,1,1,0,1,0,15,10,11,11,3,-3.17552449909729,3.17552449909729
"916",36012,9,0,10,2,3,1,7,8,8,7,9,6.87763948532813,-6.87763948532813
"917",13011,0,0,2,0,0,1,15,4,3,14,6,-6.48015033372402,6.48015033372402
"918",24182,0,0,1,1,5,0,15,6,5,13,7,-2.698305905929,2.698305905929
"919",40659,1,2,3,0,3,0,10,5,9,11,3,-0.255348861036508,0.255348861036508
"921",23150,0,0,1,0,0,1,14,4,6,10,3,-4.83650943912955,4.83650943912955
"922",32896,0,0,4,0,2,0,12,9,4,10,4,-2.13424003394922,2.13424003394922
"923",13870,0,0,0,0,0,0,9,5,5,8,3,-3.08680878557104,3.08680878557104
"925",39495,0,0,4,0,0,3,15,5,7,13,3,-4.47307618302781,4.47307618302781
"926",14589,0,1,8,2,3,6,9,9,5,6,3,4.46348729605721,-4.46348729605721
"927",36095,1,1,7,2,3,4,9,9,5,7,7,4.00771882308909,-4.00771882308909
"928",22517,5,4,5,4,4,6,8,11,7,11,5,6.31516835299696,-6.31516835299696
"929",30171,0,1,5,0,0,0,10,7,7,5,3,-0.15752410490523,0.15752410490523
"930",37903,3,0,4,0,0,1,11,6,7,10,3,-1.90723885250579,1.90723885250579
"931",23754,0,0,7,2,5,6,12,7,5,13,3,1.55826208081833,-1.55826208081833
"932",33662,1,0,6,3,10,7,5,8,6,8,3,9.32362354195775,-9.32362354195775
"933",10215,0,3,2,0,1,1,10,3,14,9,3,0.0886471070511975,-0.0886471070511975
"934",21287,1,0,0,0,0,2,6,4,5,9,5,-1.54816103620014,1.54816103620014
"936",19778,0,0,0,0,2,0,14,3,4,15,3,-6.35440294360687,6.35440294360687
"937",22913,0,0,0,0,0,0,13,5,6,9,3,-4.5867644060388,4.5867644060388
"938",39362,12,7,7,15,8,3,9,3,8,6,11,15.683987697435,-15.683987697435
"939",34215,0,1,2,0,2,1,9,7,5,8,3,-0.627749644839132,0.627749644839132
"940",21444,0,0,0,0,0,0,14,6,4,14,3,-6.84215804194708,6.84215804194708
"941",31880,3,5,7,1,0,4,8,6,8,8,5,3.47349681408299,-3.47349681408299
"942",34363,0,0,1,1,2,2,15,6,3,14,3,-5.11235559447336,5.11235559447336
"943",36160,2,1,3,0,0,1,9,9,7,12,5,-1.50301230391552,1.50301230391552
"944",16089,0,0,1,0,5,0,10,9,9,9,3,0.709807169716206,-0.709807169716206
"945",18903,0,1,2,0,1,0,12,6,8,9,3,-2.30314446259789,2.30314446259789
"946",30577,0,0,4,2,4,0,14,5,11,14,3,-1.35745484825171,1.35745484825171
"947",39867,1,0,5,0,0,0,14,5,11,8,3,-1.95758080657191,1.95758080657191
"949",17301,0,1,4,2,3,9,8,10,8,6,3,5.19391242236282,-5.19391242236282
"950",36202,1,1,8,2,10,6,3,8,12,6,4,12.2564660942696,-12.2564660942696
"951",31955,1,0,4,0,1,6,10,4,5,9,3,-0.453899443547576,0.453899443547576
"952",34355,0,0,5,0,1,2,9,6,12,8,3,0.985648047738721,-0.985648047738721
"953",36251,0,0,3,0,0,2,10,5,5,10,3,-2.72849446155487,2.72849446155487
"954",24604,0,0,2,1,5,1,10,9,11,9,3,2.01318712839806,-2.01318712839806
"955",38737,1,0,5,0,0,0,6,6,7,7,3,0.415852140489628,-0.415852140489628
"956",19018,5,0,6,2,2,3,14,7,7,11,4,0.277787227803213,-0.277787227803213
"957",27516,0,5,2,11,17,11,11,12,13,11,3,16.0414258697138,-16.0414258697138
"960",23531,5,0,9,11,4,6,6,7,11,8,8,11.2051871763911,-11.2051871763911
"961",29967,0,6,1,0,4,3,3,6,11,5,3,6.25872004559348,-6.25872004559348
"962",25213,2,0,3,1,0,2,12,6,9,10,3,-1.71388979118147,1.71388979118147
"963",43737,3,0,5,0,1,3,10,8,6,8,6,0.79895846200633,-0.79895846200633
"964",22640,0,0,1,0,0,2,12,6,8,11,3,-3.55819384175773,3.55819384175773
"966",43281,0,0,1,0,7,0,15,8,8,12,5,-0.937165422838296,0.937165422838296
"967",41277,0,0,3,4,1,10,12,5,4,11,3,0.0402863256427037,-0.0402863256427037
"968",33373,0,0,1,0,0,1,15,3,3,11,3,-6.25091875202028,6.25091875202028
"969",33530,0,0,5,3,2,2,15,9,7,12,3,-1.46462264881823,1.46462264881823
"971",36392,2,1,2,0,0,2,9,8,9,10,3,-0.808244222311727,0.808244222311727
"972",39008,3,4,8,0,15,0,12,3,9,8,3,9.02917128221015,-9.02917128221015
"973",37374,0,0,4,0,0,3,13,6,4,8,3,-2.69294598002187,2.69294598002187
"974",29371,0,0,0,5,2,2,12,9,7,11,3,-0.805203128760979,0.805203128760979
"975",21295,0,0,6,0,0,2,10,4,6,10,3,-1.79167612609953,1.79167612609953
"976",36798,0,4,6,0,4,3,8,5,5,8,4,3.17040627348263,-3.17040627348263
"977",38505,0,2,3,0,1,4,11,7,6,12,5,-1.4445860225257,1.4445860225257
"978",40410,0,5,4,2,8,1,7,5,11,8,6,7.20642688082991,-7.20642688082991
"979",39511,6,1,12,0,0,3,10,11,11,9,3,3.79387722065097,-3.79387722065097
"981",23275,11,3,12,15,18,12,6,6,11,4,5,25.8581954250382,-25.8581954250382
"982",39263,0,0,2,0,0,1,14,3,3,11,3,-5.62297718722288,5.62297718722288
"983",22673,1,3,3,1,3,1,6,8,7,6,3,3.5249867634396,-3.5249867634396
"984",22509,2,7,7,1,7,5,7,8,7,9,5,8.1317841496827,-8.1317841496827
"985",36699,1,0,3,0,0,0,15,3,11,15,3,-5.33820520147793,5.33820520147793
"986",10489,0,1,8,5,1,6,6,3,4,5,5,5.04547928796782,-5.04547928796782
"987",11338,0,0,0,0,0,0,14,3,4,11,3,-6.22591761224424,6.22591761224424
"988",29314,0,0,1,0,0,1,13,5,3,14,3,-6.28701902449667,6.28701902449667
"989",11841,0,0,2,0,15,0,11,3,5,11,3,4.23474040377983,-4.23474040377983
"990",12203,0,0,0,0,0,0,14,5,4,14,3,-6.95708945464722,6.95708945464722
"991",35469,0,0,1,2,0,2,11,6,5,11,3,-3.14375910768388,3.14375910768388
"992",26773,0,0,2,0,0,1,12,3,3,13,3,-5.56859539583179,5.56859539583179
"993",25064,0,1,3,0,1,1,14,3,6,12,3,-4.19204270189407,4.19204270189407
"994",22418,0,0,6,0,0,5,10,10,7,10,3,-0.133571419226518,0.133571419226518
"995",23614,0,0,3,0,0,1,14,6,4,14,5,-5.52396883272827,5.52396883272827
"996",26203,0,0,4,1,6,0,13,9,14,10,4,2.2785848065711,-2.2785848065711
"997",30197,0,0,2,1,7,2,12,3,3,10,3,0.0294784234921554,-0.0294784234921554
"999",48298,3,0,4,2,10,0,12,7,7,10,3,4.07046280483667,-4.07046280483667
"1000",14944,0,0,1,0,0,2,15,4,4,12,3,-5.99313854592837,5.99313854592837
"1001",33357,0,0,3,0,0,1,12,3,9,10,3,-3.06396049627535,3.06396049627535
"1002",37051,0,0,2,0,2,0,13,6,9,11,3,-2.76721976053805,2.76721976053805
"1003",31351,0,1,1,0,1,1,11,6,8,9,5,-1.75904258775217,1.75904258775217
"1004",25221,0,0,1,1,0,0,8,3,5,7,3,-2.01913706937112,2.01913706937112
"1005",17822,0,0,0,0,0,0,12,3,3,13,3,-6.38206822950633,6.38206822950633
"1006",36962,1,0,6,7,1,7,8,6,7,8,3,4.47065410477329,-4.47065410477329
"1007",40097,0,0,5,0,0,3,9,7,3,10,3,-1.75868783482313,1.75868783482313
"1008",16196,2,4,1,0,3,1,14,7,11,10,4,-0.142872392098573,0.142872392098573
"1009",23788,0,0,4,0,0,2,12,5,5,8,5,-2.27815987740168,2.27815987740168
"1010",16642,6,1,7,3,1,8,9,8,9,10,3,4.54067790726029,-4.54067790726029
"1011",10695,0,2,1,3,0,7,6,10,3,9,3,1.4114833986265,-1.4114833986265
"1012",48066,0,1,1,0,2,2,12,10,8,11,3,-1.68274470930008,1.68274470930008
"1013",22251,0,0,1,0,0,1,12,9,10,9,3,-2.4043062818218,2.4043062818218
"1014",46110,2,1,10,2,1,10,9,8,8,9,4,4.95320327480572,-4.95320327480572
"1015",37028,2,5,6,3,8,5,8,6,6,3,5,9.73480146246518,-9.73480146246518
"1016",40824,2,1,2,2,0,4,6,5,6,10,7,0.910411583021359,-0.910411583021359
"1017",10786,0,0,0,0,0,0,13,3,8,13,3,-5.67694197120371,5.67694197120371
"1018",10190,0,0,6,0,0,1,12,4,4,12,3,-3.80116356587433,3.80116356587433
"1019",27284,0,0,0,0,0,0,14,12,4,11,3,-5.19153489794302,5.19153489794302
"1020",45567,0,0,1,0,0,1,14,5,6,13,6,-5.34614680066739,5.34614680066739
"1021",39313,0,0,0,0,0,1,13,8,3,14,3,-6.22263056623036,6.22263056623036
"1022",39214,0,0,8,1,0,8,12,4,3,9,3,-0.371972741476638,0.371972741476638
"1023",15362,0,0,3,0,0,3,11,8,6,11,3,-2.58838721502599,2.58838721502599
"1024",21139,0,0,1,0,0,1,12,3,9,11,3,-3.94511694521129,3.94511694521129
"1025",45542,0,0,5,0,7,3,13,3,10,7,5,3.08564528858815,-3.08564528858815
"1026",22178,0,0,0,0,0,0,14,4,6,11,3,-5.68992138223774,5.68992138223774
"1027",13821,0,0,9,2,7,3,15,5,4,12,3,1.35132634450029,-1.35132634450029
"1028",14340,0,0,3,0,0,3,15,3,3,15,3,-6.46616420141041,6.46616420141041
"1029",12096,0,3,0,0,0,0,11,3,8,7,3,-2.27131329782441,2.27131329782441
"1030",34629,0,0,3,0,0,0,9,6,7,9,7,-1.58131891390964,1.58131891390964
"1031",31260,2,0,6,4,11,4,9,12,10,9,3,9.28438572934633,-9.28438572934633
