"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"1703",38190,0,0,2,0,0,1,14,8,5,13,5,-5.04363448924116,5.04363448924116
"1704",59188,0,0,0,0,0,1,12,5,4,11,3,-5.04832194291103,5.04832194291103
"1705",30296,1,1,1,9,10,5,12,7,6,10,5,6.81052878566508,-6.81052878566508
"1706",33126,0,0,6,3,7,3,13,9,5,7,5,4.0507217639623,-4.0507217639623
"1708",39446,1,1,1,0,0,2,14,6,5,14,3,-5.38138449677235,5.38138449677235
"1709",31096,0,0,2,12,18,6,14,7,3,14,3,9.70604524760206,-9.70604524760206
"1710",23994,1,0,1,3,0,2,9,7,3,8,3,-1.24285463429917,1.24285463429917
"1711",36061,0,0,5,0,0,2,14,5,12,6,3,-0.802719624096586,0.802719624096586
"1712",17863,1,0,7,1,0,6,11,6,6,8,3,0.573323208993489,-0.573323208993489
"1713",16824,1,0,4,2,0,4,10,10,9,7,4,1.44739025785979,-1.44739025785979
"1714",47639,3,1,3,0,1,2,12,4,6,6,5,-0.377947855766198,0.377947855766198
"1715",37895,0,0,7,0,0,4,9,6,5,10,3,-0.639081596542367,0.639081596542367
"1716",13888,0,0,2,0,0,3,11,7,6,10,4,-2.55122422043738,2.55122422043738
"1717",24265,3,1,2,0,0,1,12,7,6,10,3,-2.6483579371416,2.6483579371416
"1718",48520,1,2,8,1,4,6,9,8,3,9,3,3.65816823224137,-3.65816823224137
"1719",13169,0,0,2,0,0,1,5,8,5,8,3,-0.538398573942912,0.538398573942912
"1720",46482,1,0,3,0,0,1,11,7,12,6,3,-0.14203872475492,0.14203872475492
"1721",13854,0,0,2,0,0,2,13,3,6,11,3,-4.3911829022937,4.3911829022937
"1722",24935,0,1,4,0,0,0,12,7,3,11,3,-3.89720042488516,3.89720042488516
"1723",47001,3,2,2,1,11,0,13,6,6,8,5,4.45450955031414,-4.45450955031414
"1724",13839,0,0,2,3,5,8,10,6,5,9,7,3.3209447229134,-3.3209447229134
"1725",12344,0,1,3,0,1,2,10,4,7,9,3,-1.26273979887797,1.26273979887797
"1726",10182,0,0,4,0,0,2,15,5,9,14,3,-4.62501752899554,4.62501752899554
"1727",11635,1,1,2,0,0,3,10,7,5,9,3,-1.74151844403984,1.74151844403984
"1729",44438,0,0,6,0,0,5,11,10,8,12,5,-0.686953978361952,0.686953978361952
"1730",15321,0,1,1,4,8,2,10,11,11,10,3,4.93487541581926,-4.93487541581926
"1731",44628,0,1,2,0,0,1,10,8,6,7,3,-1.48237094488973,1.48237094488973
"1732",11726,1,1,5,2,2,7,10,8,6,10,3,1.96685332435185,-1.96685332435185
"1733",23598,0,1,7,2,9,0,14,5,3,12,3,1.5852578207803,-1.5852578207803
"1734",34785,0,0,3,3,0,6,10,3,3,11,3,-1.64137763489875,1.64137763489875
"1735",30791,2,3,7,0,0,4,11,3,8,8,3,0.785194473223957,-0.785194473223957
"1736",41376,0,0,2,1,0,2,14,6,5,11,7,-3.80658757885436,3.80658757885436
"1737",31864,2,0,3,1,0,1,13,7,11,11,3,-2.09843550941236,2.09843550941236
"1738",33704,0,0,0,0,0,0,13,3,5,12,3,-5.98819430789551,5.98819430789551
"1739",20826,0,1,6,1,2,2,8,6,4,4,3,2.39923435671963,-2.39923435671963
"1740",15594,0,0,0,0,0,2,14,6,8,10,3,-4.21332630225067,4.21332630225067
"1742",27250,0,1,0,0,0,0,12,7,7,8,3,-3.21565924180557,3.21565924180557
"1743",30650,0,0,2,0,0,3,12,4,6,10,3,-3.35570954135618,3.35570954135618
"1744",27755,0,0,1,0,0,1,14,8,4,13,3,-5.75888327343863,5.75888327343863
"1745",19265,0,0,2,0,0,2,14,6,4,11,3,-4.81498926646296,4.81498926646296
"1746",26401,2,1,2,3,1,4,13,8,8,11,3,-0.599750736613833,0.599750736613833
"1747",11858,1,0,7,1,0,4,9,6,4,12,3,-0.939372143469962,0.939372143469962
"1748",22939,0,2,3,0,0,1,8,7,7,8,3,-0.468808232495011,0.468808232495011
"1749",10893,0,0,3,0,0,0,14,9,3,10,3,-4.58529931592656,4.58529931592656
"1750",13649,0,0,4,4,1,5,8,3,6,8,3,1.59976553500764,-1.59976553500764
"1751",16790,0,0,3,0,0,2,10,4,4,8,3,-2.41326850437269,2.41326850437269
"1752",19877,0,0,6,0,0,2,11,3,4,7,3,-1.71417347326607,1.71417347326607
"1753",13615,0,0,1,0,0,2,13,10,10,11,5,-2.80062856290394,2.80062856290394
"1754",44818,0,0,1,1,1,7,10,3,5,9,3,-1.00982238693465,1.00982238693465
"1755",45203,1,1,0,0,0,0,4,10,9,5,3,1.49320431383687,-1.49320431383687
"1756",18861,15,18,6,13,16,6,3,3,15,3,6,27.5300186898774,-27.5300186898774
"1758",45997,1,1,2,1,0,10,13,6,6,6,3,0.390386870405995,-0.390386870405995
"1759",17855,0,3,1,0,0,1,10,10,9,8,3,-0.696003050734299,0.696003050734299
"1760",13581,0,0,1,1,4,2,9,4,3,5,3,0.778994519024281,-0.778994519024281
"1761",27789,0,0,1,0,0,1,11,7,8,13,3,-3.98907769663614,3.98907769663614
"1762",24513,0,0,1,0,0,0,14,4,6,14,4,-6.2583949723518,6.2583949723518
"1763",30973,0,0,6,0,0,3,9,8,6,11,3,-1.0520983055971,1.0520983055971
"1764",33399,0,0,5,0,0,1,15,9,5,13,3,-4.65933211771221,4.65933211771221
"1765",43760,1,3,7,4,1,9,5,5,11,5,3,7.72796618246686,-7.72796618246686
"1767",13557,0,0,2,0,0,2,13,5,6,10,6,-3.5045092940604,3.5045092940604
"1768",20024,0,0,2,0,0,1,15,4,3,13,3,-6.49627133802155,6.49627133802155
"1769",25890,0,1,0,1,1,2,10,6,9,11,5,-1.5201605909639,1.5201605909639
"1770",20016,0,0,2,0,0,1,11,9,6,11,3,-3.25918413017263,3.25918413017263
"1771",13524,2,0,9,0,0,6,12,6,9,9,3,0.950286785581171,-0.950286785581171
"1772",37499,0,0,1,5,9,6,12,3,6,8,3,4.58189132002704,-4.58189132002704
"1773",33522,0,0,0,0,0,0,11,3,4,9,3,-4.54262047881884,4.54262047881884
"1774",13508,0,0,3,0,0,3,8,4,4,11,5,-2.20225973253282,2.20225973253282
"1776",34470,1,4,5,2,3,2,11,7,10,10,3,2.44814427196984,-2.44814427196984
"1777",18671,0,0,3,0,0,2,11,7,7,9,3,-2.10475771454378,2.10475771454378
"1778",22442,1,0,4,0,0,4,11,7,5,10,3,-1.85875554054508,1.85875554054508
"1780",14688,4,2,2,10,1,4,10,9,8,8,8,5.19053216220107,-5.19053216220107
"1781",27078,0,0,1,0,0,0,12,3,3,12,3,-5.78131756040448,5.78131756040448
"1782",38950,0,1,1,0,0,2,10,3,5,10,3,-3.2563395906746,3.2563395906746
"1783",28878,0,0,6,0,0,4,10,5,5,10,3,-1.3819545740399,1.3819545740399
"1784",12625,1,0,4,1,2,2,12,8,8,10,6,-0.126477028052679,0.126477028052679
"1785",45559,0,0,1,1,1,3,12,9,8,10,3,-1.714698239994,1.714698239994
"1786",13433,0,2,6,1,1,3,11,9,8,12,3,-0.0801648224982447,0.0801648224982447
"1787",16253,0,0,3,9,10,7,11,5,4,7,3,7.84548229902092,-7.84548229902092
"1788",47969,0,1,2,0,1,1,9,10,10,5,3,1.15429419147625,-1.15429419147625
"1790",38935,3,0,6,0,16,1,12,4,9,11,3,7.40004783050443,-7.40004783050443
"1791",29660,1,0,4,1,1,1,11,4,4,10,3,-2.24637080892845,2.24637080892845
"1792",46300,2,2,5,0,0,1,11,10,11,8,3,0.639686950448503,-0.639686950448503
"1793",13391,7,10,5,0,0,0,9,5,7,8,3,2.77636235947541,-2.77636235947541
"1794",12526,6,1,5,5,7,1,11,8,9,11,6,5.68946571611387,-5.68946571611387
"1795",42747,0,0,0,0,0,0,12,9,4,12,3,-5.16160245538458,5.16160245538458
"1796",29520,0,0,1,0,0,1,12,3,6,8,3,-3.61567950336759,3.61567950336759
"1797",40220,0,0,2,0,0,0,12,7,4,13,3,-5.15099861038441,5.15099861038441
"1798",13383,2,0,3,4,0,5,10,11,5,8,3,1.16012707079274,-1.16012707079274
"1799",25635,1,1,2,0,0,0,9,7,9,8,3,-0.989491957215077,0.989491957215077
"1800",45013,0,2,5,0,0,5,12,7,8,9,3,-0.397307197269217,0.397307197269217
"1801",13326,5,0,7,7,7,10,5,5,7,5,9,12.3361029917792,-12.3361029917792
"1803",43984,0,0,2,1,0,4,5,5,6,6,5,1.29957188040962,-1.29957188040962
"1804",11643,3,3,2,0,0,2,12,10,10,8,3,-0.04242449998916,0.04242449998916
"1805",26302,5,1,8,12,18,6,6,10,4,7,5,18.46206469323,-18.46206469323
"1806",46284,0,0,5,0,0,5,11,8,8,11,6,-0.764722396473479,0.764722396473479
"1807",32052,0,1,1,0,0,1,12,8,6,11,3,-3.73922785172143,3.73922785172143
"1808",24646,0,0,0,0,0,1,14,3,4,12,3,-6.29360122750565,6.29360122750565
"1810",36111,0,0,6,1,1,2,8,3,10,7,3,1.51732353393215,-1.51732353393215
"1812",43299,0,0,1,0,15,0,12,7,5,12,3,3.74617960051522,-3.74617960051522
"1813",12294,0,0,1,0,0,0,14,3,6,10,3,-5.20410212583602,5.20410212583602
"1814",21832,0,0,2,0,0,3,12,3,8,13,3,-4.0106108045532,4.0106108045532
"1815",39883,0,1,6,9,10,9,9,11,11,6,11,13.5308256212928,-13.5308256212928
"1816",23580,0,0,2,0,3,1,14,5,8,9,5,-1.74611060574846,1.74611060574846
"1818",11502,0,0,2,0,0,2,10,5,6,10,3,-2.79836783273579,2.79836783273579
"1820",35410,1,2,2,1,3,3,12,6,6,6,3,0.961464331836211,-0.961464331836211
"1821",34918,0,0,4,2,0,1,10,5,3,9,3,-2.10297370869562,2.10297370869562
"1822",31450,3,2,2,0,2,2,10,6,13,10,3,1.07389383632058,-1.07389383632058
"1823",17558,1,4,5,9,13,10,7,7,9,8,3,14.4989427150433,-14.4989427150433
"1824",35808,1,2,5,0,1,2,15,13,7,12,3,-1.90174630885353,1.90174630885353
"1825",43398,0,1,6,0,1,1,15,5,8,9,3,-2.08639883684519,2.08639883684519
"1826",13227,1,0,4,0,0,0,15,12,8,14,3,-4.33466904403441,4.33466904403441
"1827",46763,5,10,9,5,7,7,5,9,9,4,3,14.5969306840898,-14.5969306840898
"1828",42440,0,0,2,0,0,1,12,5,8,9,3,-3.00469097009461,3.00469097009461
"1829",39016,1,7,7,1,7,1,8,9,11,5,4,8.69820502249678,-8.69820502249678
"1830",16188,2,3,7,12,10,8,6,4,8,4,7,15.3338988342198,-15.3338988342198
"1831",45047,0,0,1,10,0,5,9,3,10,3,6,4.71037379741493,-4.71037379741493
"1832",26815,0,0,1,0,0,0,12,9,6,11,3,-4.13978696897637,4.13978696897637
"1833",21089,1,3,9,9,5,7,9,12,7,9,3,9.1263516405784,-9.1263516405784
"1834",42929,0,0,0,1,0,2,12,3,5,6,9,-2.19108676464743,2.19108676464743
"1835",24778,3,1,11,8,12,3,12,12,8,9,9,12.0809652411139,-12.0809652411139
"1836",31211,1,9,8,13,17,3,7,7,6,5,3,18.9178956596455,-18.9178956596455
"1837",29173,0,1,4,0,0,6,10,8,10,11,3,-0.0975029376481171,0.0975029376481171
"1838",13177,0,0,1,0,0,1,15,6,7,12,4,-5.2721844707198,5.2721844707198
"1839",42473,0,0,1,0,0,1,14,6,9,12,4,-4.50358386845014,4.50358386845014
"1840",19513,2,0,2,2,2,0,7,9,4,7,3,0.993369981669407,-0.993369981669407
"1841",38778,0,1,1,7,4,2,11,9,13,9,4,3.95299762107331,-3.95299762107331
"1842",13748,0,0,4,0,0,4,12,10,7,11,3,-1.9624607120954,1.9624607120954
"1843",46722,0,0,0,0,0,0,14,3,3,13,3,-7.07713979943292,7.07713979943292
"1844",28670,0,0,1,0,0,1,13,5,5,10,3,-4.5845746501193,4.5845746501193
"1845",41830,1,0,3,15,12,9,7,13,10,5,6,16.3508157161525,-16.3508157161525
"1846",46391,0,0,0,0,0,0,12,9,4,12,3,-5.16160245538458,5.16160245538458
"1847",22343,1,0,6,0,2,4,11,8,6,7,4,1.25360403184315,-1.25360403184315
"1848",30494,0,0,5,0,0,2,12,11,8,9,3,-1.22122388038516,1.22122388038516
"1850",13110,0,0,1,0,0,3,12,9,5,10,3,-3.27199066634278,3.27199066634278
"1851",25304,1,2,0,3,3,3,11,3,10,9,3,0.982985460910483,-0.982985460910483
"1852",14092,1,2,1,13,18,1,5,7,9,5,4,16.6251990677484,-16.6251990677484
"1853",17376,2,0,7,5,1,8,8,6,5,9,4,3.87765412755065,-3.87765412755065
"1854",20875,0,0,3,0,0,1,14,9,4,9,4,-3.6896054461442,3.6896054461442
"1855",37671,0,1,2,0,0,1,11,5,5,7,3,-2.38523337660662,2.38523337660662
"1857",43570,0,0,2,0,0,2,12,10,5,7,3,-2.16828008001163,2.16828008001163
"1858",12351,8,6,10,2,11,0,7,7,10,3,5,13.7507388673785,-13.7507388673785
"1860",18812,0,0,1,0,0,1,13,4,3,11,5,-5.21660517368337,5.21660517368337
"1861",12369,0,0,4,0,0,5,10,8,8,12,3,-1.3544031741773,1.3544031741773
"1862",29017,0,0,1,0,0,1,9,3,11,7,3,-1.20006521594403,1.20006521594403
"1863",22905,0,1,1,0,0,1,15,3,7,13,3,-5.78664963999432,5.78664963999432
"1864",31278,0,0,9,0,0,9,9,9,6,10,5,1.9646735756213,-1.9646735756213
"1865",13029,0,0,1,0,0,1,14,4,3,12,3,-6.1087964436246,6.1087964436246
"1867",28340,0,0,2,0,0,1,13,5,5,12,3,-4.9448586488207,4.9448586488207
"1868",37606,1,1,5,1,2,4,5,3,8,3,3,4.68612231829422,-4.68612231829422
"1869",34256,0,0,1,0,0,1,13,6,4,12,3,-5.32086542460785,5.32086542460785
"1870",21063,3,1,8,0,9,2,6,13,7,8,3,8.10078740472628,-8.10078740472628
"1871",14027,0,0,2,0,0,2,13,9,5,8,4,-2.83893686908773,2.83893686908773
"1873",46060,0,0,1,0,0,3,13,4,6,5,3,-2.38192665981482,2.38192665981482
"1874",59253,1,0,2,0,0,0,9,7,4,8,3,-2.30498325642972,2.30498325642972
"1875",20982,13,9,5,0,0,5,12,10,10,6,3,5.79127750302044,-5.79127750302044
"1876",37622,0,0,2,0,0,2,15,5,3,12,3,-5.80833376204732,5.80833376204732
"1877",22681,0,0,3,1,0,2,11,9,9,10,3,-1.42492687356985,1.42492687356985
"1879",25585,0,0,2,0,0,3,12,6,7,13,3,-3.87634897510598,3.87634897510598
"1880",31070,0,3,2,0,1,0,5,5,6,3,3,2.04133764964267,-2.04133764964267
"1881",40295,1,0,3,0,0,2,9,6,9,9,6,-0.565403293719646,0.565403293719646
"1882",25874,0,0,9,2,7,0,8,5,7,6,3,5.57975957879041,-5.57975957879041
"1883",20461,0,0,2,0,0,2,9,6,11,10,3,-1.28323859180644,1.28323859180644
"1884",20776,0,0,1,0,0,1,14,6,6,11,3,-4.92699150299703,4.92699150299703
"1885",11692,1,4,4,13,1,6,12,10,8,11,3,5.12306707190128,-5.12306707190128
"1886",12898,0,0,1,0,0,2,7,7,3,6,3,-1.15652110116827,1.15652110116827
"1887",15370,2,2,1,0,0,0,11,6,8,8,5,-1.60160972394413,1.60160972394413
"1888",24992,0,0,0,1,6,0,9,6,3,7,3,0.735333463750645,-0.735333463750645
"1889",33431,0,0,0,0,0,0,15,4,4,13,3,-7.0992117630429,7.0992117630429
"1890",30767,0,0,0,0,5,1,14,6,3,15,5,-4.01382790588056,4.01382790588056
"1891",38661,0,0,5,0,0,5,12,6,4,8,3,-1.5596818672118,1.5596818672118
"1893",25999,0,1,2,0,0,1,14,8,5,14,3,-5.32546071827036,5.32546071827036
"1894",12401,0,0,5,0,0,5,15,3,4,13,3,-4.54880790654085,4.54880790654085
"1895",42689,0,0,0,0,0,0,11,3,3,11,3,-5.39384266600753,5.39384266600753
"1896",45989,0,2,0,0,0,0,12,3,5,6,3,-3.19293067542824,3.19293067542824
"1897",18440,0,3,0,0,4,0,11,8,9,12,3,-0.782059820592563,0.782059820592563
"1898",15198,0,0,2,1,0,4,14,9,5,11,3,-3.40509198416164,3.40509198416164
"1899",13482,2,1,10,0,3,6,7,10,7,9,3,4.99920291823722,-4.99920291823722
"1900",45773,4,8,3,3,9,2,8,4,7,6,3,8.6992266068358,-8.6992266068358
"1901",47670,0,0,0,15,14,8,4,7,9,3,5,16.8791687263425,-16.8791687263425
"1902",12807,1,0,1,0,0,0,12,12,11,8,5,-1.35530187137058,1.35530187137058
"1903",12435,0,0,1,0,0,0,13,3,4,11,3,-5.59797604744684,5.59797604744684
"1904",12799,5,9,7,0,0,2,8,5,6,4,3,4.5946830391366,-4.5946830391366
"1905",17327,1,0,6,0,0,1,6,5,8,10,3,0.0834855224798592,-0.0834855224798592
"1906",36145,2,5,10,4,3,6,10,14,10,7,3,8.13691759257806,-8.13691759257806
"1908",45419,0,0,4,2,1,6,9,6,8,9,3,1.2519090151196,-1.2519090151196
"1909",12310,0,0,0,0,1,0,15,4,3,15,3,-7.3739868373774,7.3739868373774
"1910",38455,2,5,4,2,5,3,7,7,7,9,3,5.11669760368662,-5.11669760368662
"1911",28233,0,0,0,0,0,0,15,3,3,13,3,-7.42467558439622,7.42467558439622
"1912",12922,0,0,5,0,0,7,14,8,5,11,3,-2.27007032287551,2.27007032287551
"1913",20396,0,0,1,0,0,0,9,7,3,11,3,-3.95863966544629,3.95863966544629
"1914",27961,0,0,2,1,1,1,14,4,9,11,5,-3.09484552650424,3.09484552650424
"1915",43612,0,1,3,7,8,10,8,5,4,10,3,7.09647766329683,-7.09647766329683
"1916",35055,0,0,1,1,0,2,9,9,8,11,4,-1.70938886337729,1.70938886337729
"1917",28274,0,0,0,0,0,0,9,6,6,7,3,-2.44100007494998,2.44100007494998
"1918",17665,0,0,1,0,0,1,7,4,3,8,3,-2.39466639181051,2.39466639181051
"1919",12732,0,0,1,0,0,1,9,7,6,6,3,-1.47265671914165,1.47265671914165
"1920",36970,3,2,6,3,3,3,9,7,7,11,4,3.06345275945433,-3.06345275945433
"1921",45633,0,8,8,0,15,0,3,13,3,3,3,14.0911038339177,-14.0911038339177
"1922",12708,0,0,1,1,6,1,15,5,3,15,3,-3.49450471903084,3.49450471903084
"1923",12021,2,2,2,7,2,6,13,8,10,11,4,2.67506064550342,-2.67506064550342
"1925",45831,0,0,1,0,2,0,15,6,3,14,3,-5.96692623002109,5.96692623002109
"1926",45690,1,0,3,2,1,9,6,8,6,8,5,3.32723145799229,-3.32723145799229
"1927",11734,6,1,11,0,0,0,9,8,7,9,4,2.02825482890311,-2.02825482890311
"1928",46201,0,0,1,1,0,3,6,3,10,5,3,1.12727014437591,-1.12727014437591
"1929",12682,0,0,1,0,0,0,13,5,5,11,3,-5.15758081339339,5.15758081339339
"1930",45740,0,0,2,0,0,2,12,6,6,7,4,-2.3053180243039,2.3053180243039
"1931",42788,0,0,4,1,2,4,7,3,4,7,3,1.12262296817502,-1.12262296817502
"1932",40378,0,0,5,0,0,2,6,7,9,5,3,1.89617714431827,-1.89617714431827
"1933",18275,1,0,5,6,9,4,8,4,6,8,8,7.81497457344062,-7.81497457344062
"1934",25171,1,4,4,1,1,3,13,11,8,12,4,-0.266687764214169,0.266687764214169
"1935",16378,0,2,0,0,0,0,12,8,9,9,3,-2.73717864511809,2.73717864511809
"1936",20859,0,0,0,0,0,0,13,9,6,9,4,-4.01488345738317,4.01488345738317
"1937",28605,1,2,1,0,1,0,9,3,11,9,3,-0.789627091008184,0.789627091008184
"1938",45815,0,1,4,0,2,6,15,12,8,11,3,-0.643626803262055,0.643626803262055
"1939",33191,2,3,7,3,18,0,10,10,9,7,5,13.1055852386745,-13.1055852386745
"1941",16212,0,0,2,0,0,2,7,10,9,9,4,-0.117006001262829,0.117006001262829
"1942",16659,0,0,4,0,0,1,12,8,4,13,3,-4.22259436400974,4.22259436400974
"1943",15982,0,0,0,0,0,0,15,7,11,13,3,-5.28069066437022,5.28069066437022
"1944",37309,1,0,4,2,0,1,13,6,8,12,6,-2.40087282913141,2.40087282913141
"1945",18184,0,0,2,2,1,2,13,3,5,13,3,-3.9674618015581,3.9674618015581
"1946",25866,0,1,3,0,0,0,14,3,3,11,3,-5.33240342544639,5.33240342544639
"1947",31989,2,0,5,0,10,1,8,11,6,9,3,5.66303140214926,-5.66303140214926
"1948",31120,0,0,3,0,0,1,11,5,11,11,3,-2.38584195787317,2.38584195787317
"1949",18770,0,0,0,0,2,0,12,7,7,12,3,-3.60697382911693,3.60697382911693
"1950",12278,0,0,6,0,0,5,13,3,8,9,3,-1.44982136509642,1.44982136509642
"1951",19117,1,1,2,0,0,0,12,10,3,7,3,-2.6301546366559,2.6301546366559
"1952",38968,4,1,5,6,1,5,10,8,7,7,5,4.28300434396993,-4.28300434396993
"1953",32425,0,0,5,0,0,3,5,5,5,5,3,1.42438174327491,-1.42438174327491
"1954",36863,2,1,1,1,6,1,14,3,7,7,7,1.14287454210809,-1.14287454210809
"1955",40279,0,0,7,0,0,1,12,7,4,10,3,-2.53527376940432,2.53527376940432
"1956",24950,0,0,4,0,0,4,11,8,3,10,3,-2.36657249787735,2.36657249787735
"1957",41038,0,0,4,3,0,1,12,3,6,11,5,-2.46344197335321,2.46344197335321
"1958",48470,0,0,2,0,0,2,14,6,6,12,3,-4.71426933842434,4.71426933842434
"1959",14100,0,1,3,4,5,2,10,9,5,8,3,2.91397813814104,-2.91397813814104
"1960",28811,4,4,4,3,9,1,9,10,7,9,4,7.16882741015798,-7.16882741015798
"1961",15685,0,3,4,3,3,2,8,9,13,7,3,4.91757584504898,-4.91757584504898
"1962",17459,0,0,2,0,0,1,11,4,5,13,4,-4.5729080830069,4.5729080830069
"1963",47589,0,0,3,1,0,8,10,4,5,11,5,-1.07424443623949,1.07424443623949
"1964",45591,2,4,5,6,6,6,11,12,8,8,4,7.6932439320089,-7.6932439320089
"1965",19943,13,14,8,0,0,0,15,3,4,12,3,1.65094372091827,-1.65094372091827
"1966",39891,0,2,4,0,4,1,11,3,12,7,6,2.32452581916433,-2.32452581916433
"1967",28498,0,1,2,0,2,1,11,5,3,7,3,-1.65340396820461,1.65340396820461
"1968",18093,0,2,1,0,2,0,14,3,6,12,3,-4.16623916676568,4.16623916676568
"1969",27334,0,0,1,0,0,0,11,7,6,12,3,-4.34245889868109,4.34245889868109
"1970",22566,0,0,0,0,0,0,14,3,3,12,3,-6.75679491016517,6.75679491016517
"1971",47209,0,0,1,0,0,0,13,3,6,10,3,-4.85656634087273,4.85656634087273
"1972",22129,1,1,2,3,0,3,11,10,11,6,5,1.75202398713495,-1.75202398713495
"1973",35766,0,3,1,0,0,0,14,6,6,13,3,-5.03185478769267,5.03185478769267
"1974",41988,0,3,7,0,0,2,15,5,6,13,4,-3.19440946048374,3.19440946048374
"1975",12500,0,0,2,0,0,3,10,5,4,9,3,-2.64642648676806,2.64642648676806
"1976",10356,1,1,9,0,0,5,7,9,5,8,7,2.76808082378981,-2.76808082378981
"1977",27615,0,0,4,1,0,3,14,3,5,12,3,-4.10687506396834,4.10687506396834
"1978",10174,1,1,2,0,0,0,14,6,3,8,3,-4.10529674665079,4.10529674665079
"1979",21105,0,1,2,0,1,1,13,6,7,11,3,-3.24924116074353,3.24924116074353
"1980",28902,0,0,1,0,0,2,9,10,5,7,3,-1.40607850495584,1.40607850495584
"1981",30437,0,0,1,0,0,0,15,10,9,11,7,-3.98724449378621,3.98724449378621
"1982",17566,2,4,7,0,0,0,14,9,5,9,3,-1.26758236076904,1.26758236076904
"1984",23671,0,0,3,1,0,0,11,3,4,10,8,-3.11172345177379,3.11172345177379
"1986",18051,6,7,6,6,18,5,4,7,7,3,12,20.380103622606,-20.380103622606
"1987",20636,0,0,0,0,0,0,15,5,3,11,3,-6.55412298046044,6.55412298046044
"1989",18044,1,1,3,0,0,4,4,7,7,3,3,3.21989747249325,-3.21989747249325
"1990",10158,1,0,3,3,9,3,8,12,8,4,3,8.01487666386393,-8.01487666386393
"1991",20412,0,0,3,0,0,1,8,8,10,6,3,0.392751672802705,-0.392751672802705
"1992",45278,1,0,1,3,4,0,9,8,8,9,3,1.40485983580319,-1.40485983580319
"1993",38273,3,0,10,3,1,10,8,8,4,6,6,5.93205707298208,-5.93205707298208
"1994",40444,1,0,3,1,2,2,11,8,11,8,5,1.10078468371648,-1.10078468371648
"1995",14365,2,0,5,0,1,1,9,12,9,10,3,0.553655350890222,-0.553655350890222
"1996",18648,1,0,3,0,0,3,11,8,7,11,3,-2.17617125364677,2.17617125364677
"1997",26294,3,5,3,4,8,3,9,10,11,7,6,8.93482086509854,-8.93482086509854
"1998",40113,0,2,3,0,0,2,8,3,5,7,3,-0.776592537327827,0.776592537327827
"1999",16261,2,6,5,1,4,0,11,8,9,9,3,3.12210670721451,-3.12210670721451
"2000",39099,5,1,3,0,5,0,9,8,6,11,6,1.83864901029672,-1.83864901029672
"2001",21279,0,0,2,0,0,3,10,8,9,5,3,0.0324093516692587,-0.0324093516692587
"2002",40469,0,0,0,0,0,0,10,4,7,9,3,-3.44855605519586,3.44855605519586
"2003",34330,1,2,3,1,2,3,11,5,7,9,3,0.147525111929214,-0.147525111929214
"2004",47118,0,0,1,0,0,1,13,6,6,11,3,-4.57945571803373,4.57945571803373
"2005",48421,0,0,3,2,1,0,10,8,5,8,4,-0.861234407152262,0.861234407152262
"2006",33605,1,0,6,0,0,4,8,9,11,9,3,1.55806554060012,-1.55806554060012
"2007",19422,0,0,2,0,0,2,13,4,5,9,3,-3.84609411971125,3.84609411971125
"2008",28142,0,0,3,0,0,2,10,8,4,9,3,-2.2738877428399,2.2738877428399
"2009",10265,1,0,7,3,6,7,10,4,5,10,3,4.24961410756939,-4.24961410756939
"2011",37531,0,2,1,0,6,0,7,9,9,3,3,4.77658948496426,-4.77658948496426
"2012",29462,0,0,5,2,7,1,8,8,7,9,3,4.09455730375751,-4.09455730375751
"2013",15230,4,2,5,7,6,4,7,9,11,5,4,10.0528588606015,-10.0528588606015
"2014",18325,0,0,2,3,0,3,9,7,6,11,3,-1.24090857502848,1.24090857502848
"2015",42416,3,3,7,3,3,7,14,10,7,12,4,2.90410331527868,-2.90410331527868
"2016",44511,2,2,6,1,6,1,13,3,9,7,3,3.12771210807661,-3.12771210807661
"2018",20933,0,1,7,6,6,3,14,4,6,8,3,3.80893802470738,-3.80893802470738
"2020",42879,0,0,0,0,0,0,13,6,6,11,4,-5.00036747401908,5.00036747401908
"2021",27441,0,0,1,0,0,0,10,4,4,10,7,-3.6714711991687,3.6714711991687
"2022",12989,0,1,2,0,0,0,12,9,7,11,3,-3.38601952454035,3.38601952454035
"2024",21667,1,3,3,0,0,2,5,10,8,4,3,3.12767940890058,-3.12767940890058
"2025",40543,0,0,2,0,0,4,14,9,9,14,3,-3.87324510488721,3.87324510488721
"2026",43596,1,0,6,0,0,2,14,5,7,13,3,-3.61570655967662,3.61570655967662
"2027",23143,0,2,1,0,0,1,11,8,8,11,3,-2.70779799350303,2.70779799350303
"2028",40550,0,3,6,8,8,7,10,12,11,12,4,9.10925847907884,-9.10925847907884
"2029",35170,1,1,6,1,1,2,12,9,7,10,3,-0.311350214808257,0.311350214808257
"2030",48405,0,0,1,0,0,1,13,6,4,12,3,-5.32086542460785,5.32086542460785
"2031",28118,1,0,3,1,0,2,13,9,6,10,3,-2.54991211672995,2.54991211672995
"2032",40568,0,0,0,0,0,1,14,5,4,10,3,-5.42304862356988,5.42304862356988
"2034",17772,0,0,2,0,0,2,14,6,5,12,4,-4.81264644922243,4.81264644922243
